Candidate,Shuffle0_Trial0,Shuffle0_Trial1,Shuffle0_Trial2,Shuffle0_Trial3,Shuffle0_Trial4,Shuffle1_Trial0,Shuffle1_Trial1,Shuffle1_Trial2,Shuffle1_Trial3,Shuffle1_Trial4,Shuffle2_Trial0,Shuffle2_Trial1,Shuffle2_Trial2,Shuffle2_Trial3,Shuffle2_Trial4
180,6,5,6,5,6,7,5,6,4,6,6,5,5,6,6
181,3,3,3,3,3,5,3,3,2,3,3,3,3,3,4
182,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
183,5,6,5,6,5,6,6,5,5,5,5,6,6,5,5
184,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
185,8,8,8,8,8,9,8,8,7,8,8,7,7,8,8
186,7,7,7,7,7,8,7,7,8,7,7,8,8,7,7
187,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2
188,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3
189,10,10,10,10,10,10,9,11,11,11,9,10,10,10,9
190,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
191,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1
192,11,11,11,11,11,11,11,10,9,10,11,11,11,11,11
193,9,9,9,9,9,13,10,9,10,9,10,9,9,9,10
194,13,13,13,13,13,2,13,13,13,13,13,13,13,13,13
